,sentence_no,Word,Tag
1433,58,looked,O
1434,58,like,O
1435,58,Damascus,LOC
1436,58,wanted,O
1437,58,to,O
1438,58,talk,O
1439,58,rather,O
1440,58,than,O
1441,58,fight,O
1442,59,It,O
1443,59,appears,O
1444,59,to,O
1445,59,me,O
1446,59,the,O
1447,59,Syrian,O
1448,59,priority,O
1449,59,is,O
1450,59,still,O
1451,59,to,O
1452,59,negotiate,O
1453,60,The,O
1454,60,Syrians,O
1455,60,are,O
1456,60,confused,O
1457,60,they,O
1458,60,are,O
1459,60,definitely,O
1460,60,tense,O
1461,60,but,O
1462,60,the,O
1463,60,general,O
1464,60,assessment,O
1465,60,here,O
1466,60,in,O
1467,60,Washington,LOC
1468,60,is,O
1469,60,that,O
1470,60,this,O
1471,60,is,O
1472,60,essentially,O
1473,60,a,O
1474,60,storm,O
1475,60,in,O
1476,60,a,O
1477,60,teacup,O
1478,60,he,O
1479,60,said,O
1480,61,Rabinovich,PER
1481,61,is,O
1482,61,winding,O
1483,61,up,O
1484,61,his,O
1485,61,term,O
1486,61,as,O
1487,61,ambassador,O
1488,62,He,O
1489,62,will,O
1490,62,be,O
1491,62,replaced,O
1492,62,by,O
1493,62,Eliahu,PER
1494,62,BenElissar,PER
1495,62,a,O
1496,62,former,O
1497,62,Israeli,O
1498,62,envoy,O
1499,62,to,O
1500,62,Egypt,LOC
1501,62,and,O
1502,62,rightwing,O
1503,62,Likud,ORG
1504,62,party,O
1505,62,politician,O
1506,63,Israel,LOC
1507,63,on,O
1508,63,Wednesday,O
1509,63,sent,O
1510,63,Syria,LOC
1511,63,a,O
1512,63,message,O
1513,63,via,O
1514,63,Washington,LOC
1515,63,saying,O
1516,63,it,O
1517,63,was,O
1518,63,committed,O
1519,63,to,O
1520,63,peace,O
1521,63,and,O
1522,63,wanted,O
1523,63,to,O
1524,63,open,O
1525,63,negotiations,O
1526,63,without,O
1527,63,preconditions,O
1528,64,But,O
1529,64,it,O
1530,64,slammed,O
1531,64,Damascus,LOC
1532,64,for,O
1533,64,creating,O
1534,64,what,O
1535,64,it,O
1536,64,called,O
1537,64,a,O
1538,64,dangerous,O
1539,64,atmosphere,O
1540,65,Syria,LOC
1541,65,accused,O
1542,65,Israel,LOC
1543,65,on,O
1544,65,Wednesday,O
1545,65,of,O
1546,65,launching,O
1547,65,a,O
1548,65,hysterical,O
1549,65,campaign,O
1550,65,against,O
1551,65,it,O
1552,65,after,O
1553,65,Israeli,O
1554,65,television,O
1555,65,reported,O
1556,65,that,O
1557,65,Damascus,LOC
1558,65,had,O
1559,65,recently,O
1560,65,test,O
1561,65,fired,O
1562,65,a,O
1563,65,missile,O
1564,66,It,O
1565,66,said,O
1566,66,its,O
1567,66,arms,O
1568,66,purchases,O
1569,66,were,O
1570,66,for,O
1571,66,defensive,O
1572,66,purposes,O
1573,67,The,O
1574,67,message,O
1575,67,that,O
1576,67,we,O
1577,67,sent,O
1578,67,to,O
1579,67,Syrian,O
1580,67,President,O
1581,67,Hafez,PER
1582,67,al,PER
1583,67,Assad,PER
1584,67,is,O
1585,67,that,O
1586,67,Israel,LOC
1587,67,is,O
1588,67,ready,O
1589,67,at,O
1590,67,any,O
1591,67,time,O
1592,67,without,O
1593,67,preconditions,O
1594,67,to,O
1595,67,enter,O
1596,67,peace,O
1597,67,negotiations,O
1598,67,Israeli,O
1599,67,Foreign,O
1600,67,Minister,O
1601,67,David,PER
1602,67,Levy,PER
1603,67,told,O
1604,67,Israel,ORG
1605,67,Radio,ORG
1606,67,in,O
1607,67,an,O
1608,67,interview,O
1609,68,Tension,O
1610,68,has,O
1611,68,mounted,O
1612,68,since,O
1613,68,Israeli,O
1614,68,Prime,O
1615,68,Minister,O
1616,68,Benjamin,PER
1617,68,Netanyahu,PER
1618,68,took,O
1619,68,office,O
1620,68,in,O
1621,68,June,O
1622,68,vowing,O
1623,68,to,O
1624,68,retain,O
1625,68,the,O
1626,68,Golan,LOC
1627,68,Heights,LOC
1628,68,Israel,LOC
1629,68,captured,O
1630,68,from,O
1631,68,Syria,LOC
1632,68,in,O
1633,68,the,O
1634,68,1967,O
1635,68,Middle,LOC
1636,68,East,LOC
1637,68,war,O
1638,69,IsraeliSyrian,O
1639,69,peace,O
1640,69,talks,O
1641,69,have,O
1642,69,been,O
1643,69,deadlocked,O
1644,69,over,O
1645,69,the,O
1646,69,Golan,LOC
1647,69,since,O
1648,69,1991,O
1649,69,despite,O
1650,69,the,O
1651,69,previous,O
1652,69,governments,O
1653,69,willingness,O
1654,69,to,O
1655,69,make,O
1656,69,Golan,LOC
1657,69,concessions,O
1658,70,Peace,O
1659,70,talks,O
1660,70,between,O
1661,70,the,O
1662,70,two,O
1663,70,sides,O
1664,70,were,O
1665,70,last,O
1666,70,held,O
1667,70,in,O
1668,70,February,O
1669,71,The,O
1670,71,voices,O
1671,71,coming,O
1672,71,out,O
1673,71,of,O
1674,71,Damascus,LOC
1675,71,are,O
1676,71,bad,O
1677,71,not,O
1678,71,good,O
1679,72,The,O
1680,72,media,O
1681,72,are,O
1682,72,full,O
1683,72,of,O
1684,72,expressions,O
1685,72,and,O
1686,72,declarations,O
1687,72,that,O
1688,72,must,O
1689,72,be,O
1690,72,worrying,O
1691,72,this,O
1692,72,artificial,O
1693,72,atmosphere,O
1694,72,is,O
1695,72,very,O
1696,72,dangerous,O
1697,72,because,O
1698,72,those,O
1699,72,who,O
1700,72,spread,O
1701,72,it,O
1702,72,could,O
1703,72,become,O
1704,72,its,O
1705,72,prisoners,O
1706,72,Levy,PER
1707,72,said,O
1708,73,We,O
1709,73,expect,O
1710,73,from,O
1711,73,Syria,LOC
1712,73,if,O
1713,73,its,O
1714,73,face,O
1715,73,is,O
1716,73,to,O
1717,73,peace,O
1718,73,that,O
1719,73,it,O
1720,73,will,O
1721,73,answer,O
1722,73,Israels,LOC
1723,73,message,O
1724,73,to,O
1725,73,enter,O
1726,73,peace,O
1727,73,negotiations,O
1728,73,because,O
1729,73,that,O
1730,73,is,O
1731,73,our,O
1732,73,goal,O
1733,73,he,O
1734,73,said,O
1735,74,We,O
1736,74,do,O
1737,74,not,O
1738,74,want,O
1739,74,a,O
1740,74,war,O
1741,74,God,PER
1742,74,forbid,O
1743,75,No,O
1744,75,one,O
1745,75,benefits,O
1746,75,from,O
1747,75,wars,O
1748,76,Israels,LOC
1749,76,Channel,ORG
1750,76,Two,ORG
1751,76,television,O
1752,76,said,O
1753,76,Damascus,LOC
1754,76,had,O
1755,76,sent,O
1756,76,a,O
1757,76,calming,O
1758,76,signal,O
1759,76,to,O
1760,76,Israel,LOC
1761,77,It,O
1762,77,gave,O
1763,77,no,O
1764,77,source,O
1765,77,for,O
1766,77,the,O
1767,77,report,O
1768,78,Netanyahu,PER
1769,78,and,O
1770,78,Levys,PER
1771,78,spokesmen,O
1772,78,said,O
1773,78,they,O
1774,78,could,O
1775,78,not,O
1776,78,confirm,O
1777,78,it,O
1778,79,The,O
1779,79,television,O
1780,79,also,O
1781,79,said,O
1782,79,that,O
1783,79,Netanyahu,PER
1784,79,had,O
1785,79,sent,O
1786,79,messages,O
1787,79,to,O
1788,79,reassure,O
1789,79,Syria,LOC
1790,79,via,O
1791,79,Cairo,LOC
1792,79,the,O
1793,79,United,LOC
1794,79,States,LOC
1795,79,and,O
1796,79,Moscow,LOC
1797,80,DOCSTART,O
1798,80,Polish,O
1799,80,diplomat,O
1800,80,denies,O
1801,80,nurses,O
1802,80,stranded,O
1803,80,in,O
1804,80,Libya,LOC
1805,81,TUNIS,LOC
1806,81,19960822,O
1807,81,A,O
1808,81,Polish,O
1809,81,diplomat,O
1810,81,on,O
1811,81,Thursday,O
1812,81,denied,O
1813,81,a,O
1814,81,Polish,O
1815,81,tabloid,O
1816,81,report,O
1817,81,this,O
1818,81,week,O
1819,81,that,O
1820,81,Libya,LOC
1821,81,was,O
1822,81,refusing,O
1823,81,exit,O
1824,81,visas,O
1825,81,to,O
1826,81,100,O
1827,81,Polish,O
1828,81,nurses,O
1829,81,trying,O
1830,81,to,O
1831,81,return,O
1832,81,home,O
1833,81,after,O
1834,81,working,O
1835,81,in,O
1836,81,the,O
1837,81,North,O
1838,81,African,O
1839,81,country,O
1840,82,This,O
1841,82,is,O
1842,82,not,O
1843,82,true,O
1844,83,Up,O
1845,83,to,O
1846,83,today,O
1847,83,we,O
1848,83,have,O
1849,83,no,O
1850,83,knowledge,O
1851,83,of,O
1852,83,any,O
1853,83,nurse,O
1854,83,stranded,O
1855,83,or,O
1856,83,kept,O
1857,83,in,O
1858,83,Libya,LOC
1859,83,without,O
1860,83,her,O
1861,83,will,O
1862,83,and,O
1863,83,we,O
1864,83,have,O
1865,83,not,O
1866,83,received,O
1867,83,any,O
1868,83,complaint,O
1869,83,the,O
1870,83,Polish,O
1871,83,embassys,O
1872,83,charge,O
1873,83,daffaires,O
1874,83,in,O
1875,83,Tripoli,LOC
1876,83,Tadeusz,PER
1877,83,Awdankiewicz,PER
1878,83,told,O
1879,83,Reuters,ORG
1880,83,by,O
1881,83,telephone,O
1882,84,Polands,LOC
1883,84,labour,O
1884,84,ministry,O
1885,84,said,O
1886,84,this,O
1887,84,week,O
1888,84,it,O
1889,84,would,O
1890,84,send,O
1891,84,a,O
1892,84,team,O
1893,84,to,O
1894,84,Libya,LOC
1895,84,to,O
1896,84,investigate,O
1897,84,but,O
1898,84,Awdankiewicz,PER
1899,84,said,O
1900,84,the,O
1901,84,probe,O
1902,84,was,O
1903,84,prompted,O
1904,84,by,O
1905,84,some,O
1906,84,nurses,O
1907,84,complaining,O
1908,84,about,O
1909,84,their,O
1910,84,work,O
1911,84,conditions,O
1912,84,such,O
1913,84,as,O
1914,84,nonpayment,O
1915,84,of,O
1916,84,their,O
1917,84,salaries,O
1918,85,He,O
1919,85,said,O
1920,85,that,O
1921,85,there,O
1922,85,are,O
1923,85,an,O
1924,85,estimated,O
1925,85,800,O
1926,85,Polish,O
1927,85,nurses,O
1928,85,working,O
1929,85,in,O
1930,85,Libya,LOC
1931,86,DOCSTART,O
1932,86,Two,O
1933,86,Iranian,O
1934,86,opposition,O
1935,86,leaders,O
1936,86,meet,O
1937,86,in,O
1938,86,Baghdad,LOC
1939,87,Hassan,PER
1940,87,Hafidh,PER
1941,87,BAGHDAD,LOC
1942,87,19960822,O
1943,87,An,O
1944,87,Iranian,O
1945,87,exile,O
1946,87,group,O
1947,87,based,O
1948,87,in,O
1949,87,Iraq,LOC
1950,87,vowed,O
1951,87,on,O
1952,87,Thursday,O
1953,87,to,O
1954,87,extend,O
1955,87,support,O
1956,87,to,O
1957,87,Irans,LOC
1958,87,Kurdish,O
1959,87,rebels,O
1960,87,after,O
1961,87,they,O
1962,87,were,O
1963,87,attacked,O
1964,87,by,O
1965,87,Iranian,O
1966,87,troops,O
1967,87,deep,O
1968,87,inside,O
1969,87,Iraq,LOC
1970,87,last,O
1971,87,month,O
1972,88,A,O
1973,88,Mujahideen,ORG
1974,88,Khalq,ORG
1975,88,statement,O
1976,88,said,O
1977,88,its,O
1978,88,leader,O
1979,88,Massoud,PER
1980,88,Rajavi,PER
1981,88,met,O
1982,88,in,O
1983,88,Baghdad,LOC
1984,88,the,O
1985,88,SecretaryGeneral,O
1986,88,of,O
1987,88,the,O
1988,88,Kurdistan,ORG
1989,88,Democratic,ORG
1990,88,Party,ORG
1991,88,of,ORG
1992,88,Iran,ORG
1993,88,KDPI,ORG
1994,88,Hassan,PER
1995,88,Rastegar,PER
1996,88,on,O
1997,88,Wednesday,O
1998,88,and,O
1999,88,voiced,O
2000,88,his,O
2001,88,support,O
2002,88,to,O
2003,88,Irans,LOC
2004,88,rebel,O
2005,88,Kurds,O
2006,89,Rajavi,O
2007,89,emphasised,O
2008,89,that,O
2009,89,the,O
2010,89,Iranian,O
2011,89,Resistance,ORG
2012,89,would,O
2013,89,continue,O
2014,89,to,O
2015,89,stand,O
2016,89,side,O
2017,89,by,O
2018,89,side,O
2019,89,with,O
2020,89,their,O
2021,89,Kurdish,O
2022,89,compatriots,O
2023,89,and,O
2024,89,the,O
2025,89,resistance,O
2026,89,movement,O
2027,89,in,O
2028,89,Iranian,LOC
2029,89,Kurdistan,LOC
2030,89,it,O
2031,89,said,O
2032,90,A,O
2033,90,spokesman,O
2034,90,for,O
2035,90,the,O
2036,90,group,O
2037,90,said,O
2038,90,the,O
2039,90,meeting,O
2040,90,signals,O
2041,90,a,O
2042,90,new,O
2043,90,level,O
2044,90,of,O
2045,90,cooperation,O
2046,90,between,O
2047,90,Mujahideen,ORG
2048,90,Khalq,ORG
2049,90,and,O
2050,90,the,O
2051,90,Iranian,O
2052,90,Kurdish,O
2053,90,oppositions,O
2054,91,Iran,LOC
2055,91,heavily,O
2056,91,bombarded,O
2057,91,targets,O
2058,91,in,O
2059,91,northern,O
2060,91,Iraq,LOC
2061,91,in,O
2062,91,July,O
2063,91,in,O
2064,91,pursuit,O
2065,91,of,O
2066,91,KDPI,ORG
2067,91,guerrillas,O
2068,91,based,O
2069,91,in,O
2070,91,Iraqi,O
2071,91,Kurdish,O
2072,91,areas,O
2073,91,outside,O
2074,91,the,O
2075,91,control,O
2076,91,of,O
2077,91,the,O
2078,91,government,O
2079,91,in,O
2080,91,Baghdad,LOC
2081,92,Iraqi,O
2082,92,Kurdish,O
2083,92,areas,O
2084,92,bordering,O
2085,92,Iran,LOC
2086,92,are,O
2087,92,under,O
2088,92,the,O
2089,92,control,O
2090,92,of,O
2091,92,guerrillas,O
2092,92,of,O
2093,92,the,O
2094,92,Iraqi,ORG
2095,92,Kurdish,ORG
2096,92,Patriotic,ORG
2097,92,Union,ORG
2098,92,of,ORG
2099,92,Kurdistan,ORG
2100,92,PUK,ORG
2101,92,group,O
2102,93,PUK,ORG
2103,93,and,O
2104,93,Iraqs,LOC
2105,93,Kurdistan,ORG
2106,93,Democratic,ORG
2107,93,Party,ORG
2108,93,KDP,ORG
2109,93,the,O
2110,93,two,O
2111,93,main,O
2112,93,Iraqi,O
2113,93,Kurdish,O
2114,93,factions,O
2115,93,have,O
2116,93,had,O
2117,93,northern,O
2118,93,Iraq,LOC
2119,93,under,O
2120,93,their,O
2121,93,control,O
2122,93,since,O
2123,93,Iraqi,O
2124,93,forces,O
2125,93,were,O
2126,93,ousted,O
2127,93,from,O
2128,93,Kuwait,LOC
2129,93,in,O
2130,93,the,O
2131,93,1991,O
2132,93,Gulf,O
2133,93,War,O
2134,94,Clashes,O
2135,94,between,O
2136,94,the,O
2137,94,two,O
2138,94,parties,O
2139,94,broke,O
2140,94,out,O
2141,94,at,O
2142,94,the,O
2143,94,weekend,O
2144,94,in,O
2145,94,the,O
2146,94,most,O
2147,94,serious,O
2148,94,fighting,O
2149,94,since,O
2150,94,a,O
2151,94,USsponsored,O
2152,94,ceasefire,O
2153,94,last,O
2154,94,year,O
2155,95,Mujahideen,ORG
2156,95,Khalq,ORG
2157,95,said,O
2158,95,Iranian,O
2159,95,troops,O
2160,95,had,O
2161,95,also,O
2162,95,been,O
2163,95,shelling,O
2164,95,KDP,ORG
2165,95,positions,O
2166,95,in,O
2167,95,Qasri,LOC
2168,95,region,O
2169,95,in,O
2170,95,Suleimaniya,LOC
2171,95,province,O
2172,95,near,O
2173,95,the,O
2174,95,Iranian,O
2175,95,border,O
2176,95,over,O
2177,95,the,O
2178,95,last,O
2179,95,two,O
2180,95,days,O
2181,96,It,O
2182,96,said,O
2183,96,about,O
2184,96,100,O
2185,96,Iraqi,O
2186,96,Kurds,O
2187,96,were,O
2188,96,killed,O
2189,96,or,O
2190,96,wounded,O
2191,96,in,O
2192,96,the,O
2193,96,attack,O
2194,97,Both,O
2195,97,Iran,LOC
2196,97,and,O
2197,97,Turkey,LOC
2198,97,mount,O
2199,97,air,O
2200,97,and,O
2201,97,land,O
2202,97,strikes,O
2203,97,at,O
2204,97,targets,O
2205,97,in,O
2206,97,northern,O
2207,97,Iraq,LOC
2208,97,in,O
2209,97,pursuit,O
2210,97,of,O
2211,97,their,O
2212,97,own,O
2213,97,Kurdish,O
2214,97,rebels,O
2215,98,A,O
2216,98,USled,O
2217,98,air,O
2218,98,force,O
2219,98,in,O
2220,98,southern,O
2221,98,Turkey,LOC
2222,98,protects,O
2223,98,Iraqi,O
2224,98,Kurds,O
2225,98,from,O
2226,98,possible,O
2227,98,attacks,O
2228,98,by,O
2229,98,Baghdad,LOC
2230,98,troops,O
2231,99,DOCSTART,O
2232,99,Saudi,O
2233,99,riyal,O
2234,99,rates,O
2235,99,steady,O
2236,99,in,O
2237,99,quiet,O
2238,99,summer,O
2239,99,trade,O
2240,100,MANAMA,LOC
2241,100,19960822,O
2242,100,The,O
2243,100,spot,O
2244,100,Saudi,O
2245,100,riyal,O
2246,100,against,O
2247,100,the,O
2248,100,dollar,O
2249,100,and,O
2250,100,riyal,O
2251,100,interbank,O
2252,100,deposit,O
2253,100,rates,O
2254,100,were,O
2255,100,mainly,O
2256,100,steady,O
2257,100,this,O
2258,100,week,O
2259,100,in,O
2260,100,quiet,O
2261,100,summer,O
2262,100,trade,O
2263,100,dealers,O
2264,100,in,O
2265,100,the,O
2266,100,kingdom,O
2267,100,said,O
2268,101,There,O
2269,101,were,O
2270,101,no,O
2271,101,changes,O
2272,101,in,O
2273,101,Saudi,O
2274,101,riyal,O
2275,101,rates,O
2276,102,The,O
2277,102,market,O
2278,102,was,O
2279,102,very,O
2280,102,quiet,O
2281,102,because,O
2282,102,of,O
2283,102,summer,O
2284,102,holidays,O
2285,102,one,O
2286,102,dealer,O
2287,102,said,O
2288,103,The,O
2289,103,spot,O
2290,103,riyal,O
2291,103,was,O
2292,103,put,O
2293,103,at,O
2294,103,37504,O
2295,103,06,O
2296,103,to,O
2297,103,the,O
2298,103,dollar,O
2299,104,Onemonth,O
2300,104,interbank,O
2301,104,deposits,O
2302,104,were,O
2303,104,at,O
2304,104,512,O
2305,104,38,O
2306,104,percent,O
2307,104,three,O
2308,104,months,O
2309,104,were,O
2310,104,558,O
2311,104,12,O
2312,104,percent,O
2313,104,and,O
2314,104,six,O
2315,104,months,O
2316,104,were,O
2317,104,534,O
2318,104,58,O
2319,104,percent,O
2320,105,Oneyear,O
2321,105,funds,O
2322,105,were,O
2323,105,at,O
2324,105,six,O
2325,105,578,O
2326,105,percent,O
2327,106,DOCSTART,O
2328,106,Israel,LOC
2329,106,approves,O
2330,106,Arafats,PER
2331,106,flight,O
2332,106,to,O
2333,106,West,LOC
2334,106,Bank,LOC
2335,107,JERUSALEM,LOC
2336,107,19960822,O
2337,107,Israel,LOC
2338,107,gave,O
2339,107,Palestinian,O
2340,107,President,O
2341,107,Yasser,PER
2342,107,Arafat,PER
2343,107,permission,O
2344,107,on,O
2345,107,Thursday,O
2346,107,to,O
2347,107,fly,O
2348,107,over,O
2349,107,its,O
2350,107,territory,O
2351,107,to,O
2352,107,the,O
2353,107,West,LOC
2354,107,Bank,LOC
2355,107,ending,O
2356,107,a,O
2357,107,brief,O
2358,107,IsraeliPLO,O
2359,107,crisis,O
2360,107,an,O
2361,107,Arafat,PER
2362,107,adviser,O
2363,107,said,O
2364,108,The,O
2365,108,problem,O
2366,108,is,O
2367,108,over,O
2368,109,The,O
2369,109,presidents,O
2370,109,aircraft,O
2371,109,has,O
2372,109,received,O
2373,109,permission,O
2374,109,to,O
2375,109,pass,O
2376,109,through,O
2377,109,Israeli,O
2378,109,airspace,O
2379,109,but,O
2380,109,the,O
2381,109,president,O
2382,109,is,O
2383,109,not,O
2384,109,expected,O
2385,109,to,O
2386,109,travel,O
2387,109,to,O
2388,109,the,O
2389,109,West,LOC
2390,109,Bank,LOC
2391,109,before,O
2392,109,Monday,O
2393,109,Nabil,PER
2394,109,Abu,PER
2395,109,Rdainah,PER
2396,109,told,O
2397,109,Reuters,ORG
2398,110,Arafat,PER
2399,110,had,O
2400,110,been,O
2401,110,scheduled,O
2402,110,to,O
2403,110,meet,O
2404,110,former,O
2405,110,Israeli,O
2406,110,prime,O
2407,110,minister,O
2408,110,Shimon,PER
2409,110,Peres,PER
2410,110,in,O
2411,110,the,O
2412,110,West,LOC
2413,110,Bank,LOC
2414,110,town,O
2415,110,of,O
2416,110,Ramallah,LOC
2417,110,on,O
2418,110,Thursday,O
2419,110,but,O
2420,110,the,O
2421,110,venue,O
2422,110,was,O
2423,110,changed,O
2424,110,to,O
2425,110,Gaza,LOC
2426,110,after,O
2427,110,Israel,LOC
2428,110,denied,O
2429,110,flight,O
2430,110,clearance,O
2431,110,to,O
2432,110,the,O
2433,110,Palestinian,O
2434,110,leaders,O
2435,110,helicopters,O
2436,111,Palestinian,O
2437,111,officials,O
2438,111,accused,O
2439,111,rightwing,O
2440,111,Prime,O
2441,111,Minister,O
2442,111,Benjamin,PER
2443,111,Netanyahu,PER
2444,111,of,O
2445,111,trying,O
2446,111,to,O
2447,111,stop,O
2448,111,the,O
2449,111,Ramallah,LOC
2450,111,meeting,O
2451,111,by,O
2452,111,keeping,O
2453,111,Arafat,PER
2454,111,grounded,O
2455,112,Arafat,PER
2456,112,subsequently,O
2457,112,cancelled,O
2458,112,a,O
2459,112,meeting,O
2460,112,between,O
2461,112,Israeli,O
2462,112,and,O
2463,112,PLO,ORG
2464,112,officials,O
2465,112,on,O
2466,112,civilian,O
2467,112,affairs,O
2468,112,at,O
2469,112,the,O
2470,112,Allenby,LOC
2471,112,Bridge,LOC
2472,112,crossing,O
2473,112,between,O
2474,112,Jordan,LOC
2475,112,and,O
2476,112,the,O
2477,112,West,LOC
2478,112,Bank,LOC
2479,113,Abu,PER
2480,113,Rdainah,PER
2481,113,said,O
2482,113,Arafat,PER
2483,113,had,O
2484,113,decided,O
2485,113,against,O
2486,113,flying,O
2487,113,to,O
2488,113,the,O
2489,113,West,LOC
2490,113,Bank,LOC
2491,113,on,O
2492,113,Thursday,O
2493,113,after,O
2494,113,Israel,LOC
2495,113,lifted,O
2496,113,the,O
2497,113,ban,O
2498,113,because,O
2499,113,he,O
2500,113,had,O
2501,113,a,O
2502,113,busy,O
2503,113,schedule,O
2504,113,in,O
2505,113,Gaza,LOC
2506,113,and,O
2507,113,would,O
2508,113,not,O
2509,113,be,O
2510,113,free,O
2511,113,until,O
2512,113,Monday,O
2513,114,DOCSTART,O
2514,114,Arafat,PER
2515,114,to,O
2516,114,meet,O
2517,114,Peres,PER
2518,114,in,O
2519,114,Gaza,LOC
2520,114,after,O
2521,114,flight,O
2522,114,ban,O
2523,115,JERUSALEM,LOC
2524,115,19960822,O
2525,115,Yasser,PER
2526,115,Arafat,PER
2527,115,will,O
2528,115,meet,O
2529,115,Shimon,PER
2530,115,Peres,PER
2531,115,in,O
2532,115,Gaza,LOC
2533,115,on,O
2534,115,Thursday,O
2535,115,after,O
2536,115,Palestinians,O
2537,115,said,O
2538,115,the,O
2539,115,rightwing,O
2540,115,Israeli,O
2541,115,government,O
2542,115,had,O
2543,115,barred,O
2544,115,the,O
2545,115,Palestinian,O
2546,115,leader,O
2547,115,from,O
2548,115,flying,O
2549,115,to,O
2550,115,the,O
2551,115,West,LOC
2552,115,Bank,LOC
2553,115,for,O
2554,115,talks,O
2555,115,with,O
2556,115,the,O
2557,115,former,O
2558,115,prime,O
2559,115,minister,O
2560,116,The,O
2561,116,meeting,O
2562,116,between,O
2563,116,Peres,PER
2564,116,and,O
2565,116,Arafat,PER
2566,116,will,O
2567,116,take,O
2568,116,place,O
2569,116,at,O
2570,116,Erez,LOC
2571,116,checkpoint,O
2572,116,in,O
2573,116,Gaza,LOC
2574,116,and,O
2575,116,not,O
2576,116,in,O
2577,116,Ramallah,LOC
2578,116,as,O
2579,116,planned,O
2580,116,Peres,PER
2581,116,office,O
2582,116,said,O
2583,117,Palestinian,O
2584,117,officials,O
2585,117,said,O
2586,117,the,O
2587,117,Israeli,O
2588,117,government,O
2589,117,had,O
2590,117,barred,O
2591,117,Arafat,PER
2592,117,from,O
2593,117,overflying,O
2594,117,Israel,LOC
2595,117,in,O
2596,117,a,O
2597,117,Palestinian,O
2598,117,helicopter,O
2599,117,to,O
2600,117,the,O
2601,117,West,LOC
2602,117,Bank,LOC
2603,117,in,O
2604,117,an,O
2605,117,attempt,O
2606,117,to,O
2607,117,bar,O
2608,117,the,O
2609,117,meeting,O
2610,117,with,O
2611,117,Peres,PER
2612,118,Israeli,O
2613,118,Prime,O
2614,118,Minister,O
2615,118,Benjamin,PER
2616,118,Netanyahu,PER
2617,118,has,O
2618,118,accused,O
2619,118,opposition,O
2620,118,leader,O
2621,118,Peres,PER
2622,118,who,O
2623,118,he,O
2624,118,defeated,O
2625,118,in,O
2626,118,May,O
2627,118,elections,O
2628,118,of,O
2629,118,trying,O
2630,118,to,O
2631,118,undermine,O
2632,118,his,O
2633,118,Likud,ORG
2634,118,governments,O
2635,118,authority,O
2636,118,to,O
2637,118,conduct,O
2638,118,peace,O
2639,118,talks,O
2640,119,DOCSTART,O
2641,119,Afghan,O
2642,119,UAE,LOC
2643,119,embassy,O
2644,119,says,O
2645,119,Taleban,O
2646,119,guards,O
2647,119,going,O
2648,119,home,O
2649,120,Hilary,PER
2650,120,Gush,PER
2651,120,DUBAI,LOC
2652,120,19960822,O
2653,120,Three,O
2654,120,Afghan,O
2655,120,guards,O
2656,120,brought,O
2657,120,to,O
2658,120,the,O
2659,120,United,LOC
2660,120,Arab,LOC
2661,120,Emirates,LOC
2662,120,last,O
2663,120,week,O
2664,120,by,O
2665,120,Russian,O
2666,120,hostages,O
2667,120,who,O
2668,120,escaped,O
2669,120,from,O
2670,120,the,O
2671,120,Taleban,O
2672,120,militia,O
2673,120,will,O
2674,120,return,O
2675,120,to,O
2676,120,Afghanistan,LOC
2677,120,in,O
2678,120,a,O
2679,120,few,O
2680,120,days,O
2681,120,the,O
2682,120,Afghan,O
2683,120,embassy,O
2684,120,in,O
2685,120,Abu,LOC
2686,120,Dhabi,LOC
2687,120,said,O
2688,120,on,O
2689,120,Thursday,O
2690,121,Our,O
2691,121,ambassador,O
2692,121,is,O
2693,121,in,O
2694,121,touch,O
2695,121,with,O
2696,121,the,O
2697,121,UAE,LOC
2698,121,foreign,O
2699,121,ministry,O
2700,122,Their,O
2701,122,return,O
2702,122,to,O
2703,122,Afghanistan,LOC
2704,122,will,O
2705,122,take,O
2706,122,place,O
2707,122,in,O
2708,122,two,O
2709,122,or,O
2710,122,three,O
2711,122,days,O
2712,122,an,O
2713,122,embassy,O
2714,122,official,O
2715,122,said,O
2716,123,The,O
2717,123,embassy,O
2718,123,is,O
2719,123,issuing,O
2720,123,them,O
2721,123,travel,O
2722,123,documents,O
2723,123,for,O
2724,123,their,O
2725,123,return,O
2726,123,to,O
2727,123,their,O
2728,123,homeland,O
2729,124,There,O
2730,124,is,O
2731,124,no,O
2732,124,objection,O
2733,124,to,O
2734,124,their,O
2735,124,travel,O
2736,124,he,O
2737,124,added,O
2738,125,The,O
2739,125,three,O
2740,125,Islamic,O
2741,125,Taleban,O
2742,125,guards,O
2743,125,were,O
2744,125,overpowered,O
2745,125,by,O
2746,125,seven,O
2747,125,Russian,O
2748,125,aircrew,O
2749,125,who,O
2750,125,escaped,O
2751,125,to,O
2752,125,UAE,LOC
2753,125,state,O
2754,125,Sharjah,LOC
2755,125,last,O
2756,125,Friday,O
2757,125,on,O
2758,125,board,O
2759,125,their,O
2760,125,own,O
2761,125,aircraft,O
2762,125,after,O
2763,125,a,O
2764,125,year,O
2765,125,in,O
2766,125,the,O
2767,125,captivity,O
2768,125,of,O
2769,125,Taleban,O
2770,125,militia,O
2771,125,in,O
2772,125,Kandahar,LOC
2773,125,in,O
2774,125,southern,O
2775,125,Afghanistan,LOC
2776,126,The,O
2777,126,UAE,LOC
2778,126,said,O
2779,126,on,O
2780,126,Monday,O
2781,126,it,O
2782,126,would,O
